GeneID	ChromosomeID	Start	End
H14E04.3	CHROMOSOME_III	2384947	2386579
E02H9.5	CHROMOSOME_III	2446223	2448643
E02H9.8	CHROMOSOME_III	2449383	2454949
Y54F10AL.2	CHROMOSOME_III	2473868	2486626
Y54F10AM.1	CHROMOSOME_III	2561710	2566589
Y54F10AR.1	CHROMOSOME_III	2573184	2575685
Y71H2B.11	CHROMOSOME_III	2605230	2606500
Y71H2AM.10	CHROMOSOME_III	2707737	2716277
Y71H2AM.12	CHROMOSOME_III	2731340	2734011
Y71H2AM.16	CHROMOSOME_III	2757168	2760816
Y71H2AM.20	CHROMOSOME_III	2782734	2785993
F56F11.2	CHROMOSOME_III	2882304	2884967
R10F2.1	CHROMOSOME_III	2910970	2935606
R10F2.6	CHROMOSOME_III	2937047	2944044
H06I04.6	CHROMOSOME_III	3061191	3064328
Y53G8B.3	CHROMOSOME_III	3105668	3110751
H09G03.2	CHROMOSOME_III	3200800	3219150
C56G7.3	CHROMOSOME_III	3389921	3392524
F59A2.1	CHROMOSOME_III	3400641	3404479
C34C12.9	CHROMOSOME_III	3474255	3475450
M01F1.8	CHROMOSOME_III	3499371	3502547
M01F1.5	CHROMOSOME_III	3510937	3519607
M01F1.7	CHROMOSOME_III	3521146	3529727
C46F11.1	CHROMOSOME_III	3644375	3648822
C14B1.5	CHROMOSOME_III	3706884	3709222
F34D10.9	CHROMOSOME_III	3726683	3729570
C36A4.3	CHROMOSOME_III	3837541	3839477
F13B10.1	CHROMOSOME_III	3869592	3901466
ZK1058.3	CHROMOSOME_III	3918871	3920699
C36E8.5	CHROMOSOME_III	4015769	4017643
C30D11.1	CHROMOSOME_III	4115385	4147255
F43C1.1	CHROMOSOME_III	4210562	4216706
R10E4.3	CHROMOSOME_III	4285861	4287472
H38K22.3	CHROMOSOME_III	4317700	4320339
B0285.7	CHROMOSOME_III	4356539	4364966
R07E5.11	CHROMOSOME_III	4414732	4415226
R07E5.10	CHROMOSOME_III	4415520	4418058
F25F2.2	CHROMOSOME_III	4520365	4536989
M88.4	CHROMOSOME_III	4549063	4551505
F35G12.9	CHROMOSOME_III	4593769	4594426
T04A8.18	CHROMOSOME_III	4709248	4712527
F17C8.1	CHROMOSOME_III	4722212	4730870
B0393.3	CHROMOSOME_III	4757248	4759731
F26A1.10	CHROMOSOME_III	4830010	4830346
C35D10.3	CHROMOSOME_III	4868929	4870096
R144.12	CHROMOSOME_III	5004816	5006981
R144.9	CHROMOSOME_III	5021226	5021958
R144.1	CHROMOSOME_III	5030929	5036548
C45G9.7	CHROMOSOME_III	5046169	5047142
Y32H12A.8	CHROMOSOME_III	5385617	5404985
F48E8.8	CHROMOSOME_III	5448838	5449868
F09F7.6	CHROMOSOME_III	5551221	5552115
F56D2.6	CHROMOSOME_III	5589036	5591718
F54E7.7	CHROMOSOME_III	5682346	5684098
B0244.8	CHROMOSOME_III	5728180	5730394
R12B2.4	CHROMOSOME_III	5803260	5805250
R12B2.2	CHROMOSOME_III	5807052	5809207
R12B2.1	CHROMOSOME_III	5816203	5820203
F01F1.15	CHROMOSOME_III	5868587	5869620
F01F1.3	CHROMOSOME_III	5873049	5874702
F01F1.13	CHROMOSOME_III	5877013	5878419
C28H8.6	CHROMOSOME_III	5889719	5896013
C28H8.4	CHROMOSOME_III	5907044	5908423
C05D10.2	CHROMOSOME_III	6067857	6072076
F42A10.1	CHROMOSOME_III	6173305	6176172
F42A10.8	CHROMOSOME_III	6180966	6183218
C23G10.4	CHROMOSOME_III	6198902	6202627
C16A3.6	CHROMOSOME_III	6379449	6380674
C16A3.5	CHROMOSOME_III	6380695	6381982
C05D11.11	CHROMOSOME_III	6440145	6443000
C05D11.12	CHROMOSOME_III	6444692	6446943
F27B3.5	CHROMOSOME_III	6559099	6562895
R05H11.1	CHROMOSOME_III	6795639	6797739
R13F6.9	CHROMOSOME_III	6860963	6863969
K04C2.3	CHROMOSOME_III	6873048	6873707
F57B9.5	CHROMOSOME_III	6932001	6935862
F31E3.5	CHROMOSOME_III	6970026	6972003
F31E3.1	CHROMOSOME_III	6979884	6981788
C06E8.3	CHROMOSOME_III	6990171	7002311
B0280.8	CHROMOSOME_III	7112300	7115438
F37C12.3	CHROMOSOME_III	7180730	7182073
R151.3	CHROMOSOME_III	7208432	7209862
R151.1	CHROMOSOME_III	7216526	7219616
R151.4	CHROMOSOME_III	7219974	7221186
F56C9.1	CHROMOSOME_III	7336587	7338761
F08F8.3	CHROMOSOME_III	7339001	7343626
F08F8.8	CHROMOSOME_III	7347260	7349175
R13A5.12	CHROMOSOME_III	7573350	7575269
R13A5.9	CHROMOSOME_III	7575275	7579411
C18H2.1	CHROMOSOME_III	7662428	7672153
C18H2.4	CHROMOSOME_III	7694554	7700381
C03B8.3	CHROMOSOME_III	7712330	7717312
ZK686.6	CHROMOSOME_III	7771591	7772559
C08C3.2	CHROMOSOME_III	7774689	7776027
C08C3.3	CHROMOSOME_III	7776907	7783454
K12H4.4	CHROMOSOME_III	8045017	8045953
K06H7.7	CHROMOSOME_III	8083696	8085515
K06H7.2	CHROMOSOME_III	8093585	8096307
C14B9.4	CHROMOSOME_III	8101348	8104076
C30A5.10	CHROMOSOME_III	8205124	8209875
F10E9.2	CHROMOSOME_III	8312719	8314302
ZK1236.9	CHROMOSOME_III	8432628	8435176
ZK1236.7	CHROMOSOME_III	8439468	8443607
F42H10.5	CHROMOSOME_III	8467033	8478377
F42H10.3	CHROMOSOME_III	8484158	8488365
ZC21.10	CHROMOSOME_III	8529225	8531135
C06E1.1	CHROMOSOME_III	8605832	8606504
C13G5.2	CHROMOSOME_III	8616778	8618439
F22B7.13	CHROMOSOME_III	8628935	8630777
F22B7.9	CHROMOSOME_III	8652578	8653907
B0303.2	CHROMOSOME_III	8684808	8686481
B0303.7	CHROMOSOME_III	8693638	8699453
ZK370.8	CHROMOSOME_III	8752055	8754750
K02D10.2	CHROMOSOME_III	8770756	8771225
F44E2.2	CHROMOSOME_III	8853804	8861102
ZK637.1	CHROMOSOME_III	8882969	8885482
ZK643.1	CHROMOSOME_III	8930036	8936746
ZK643.6	CHROMOSOME_III	8957704	8960693
R08D7.5	CHROMOSOME_III	8974186	8975062
F59B2.2	CHROMOSOME_III	8994678	8996786
F59B2.3	CHROMOSOME_III	8996418	8999797
R107.7	CHROMOSOME_III	9058904	9060183
ZC84.3	CHROMOSOME_III	9186556	9191109
T02C1.1	CHROMOSOME_III	9247644	9248617
C40H1.6	CHROMOSOME_III	9331335	9332285
C38C10.4	CHROMOSOME_III	9391270	9393164
F54C8.2	CHROMOSOME_III	9434074	9435100
F55H2.2	CHROMOSOME_III	9508074	9509778
F55H2.6	CHROMOSOME_III	9516649	9521460
F58A4.14	CHROMOSOME_III	9609568	9612191
F58A4.8	CHROMOSOME_III	9626033	9629154
C15H7.3	CHROMOSOME_III	9650421	9651959
T05G5.1	CHROMOSOME_III	9739093	9743339
T05G5.4	CHROMOSOME_III	9748935	9749669
R10E11.3	CHROMOSOME_III	9776532	9778849
ZK632.14	CHROMOSOME_III	9813441	9814226
K11H3.5	CHROMOSOME_III	9843782	9845669
K11H3.2	CHROMOSOME_III	9846458	9847521
K11H3.6	CHROMOSOME_III	9847624	9848116
T16G12.1	CHROMOSOME_III	10040181	10049781
T16G12.3	CHROMOSOME_III	10052067	10053075
T16G12.4	CHROMOSOME_III	10057845	10058684
T16H12.13	CHROMOSOME_III	10085403	10086064
R01H10.3	CHROMOSOME_III	10249130	10254710
R01H10.6	CHROMOSOME_III	10258872	10261658
K10G9.2	CHROMOSOME_III	10285923	10288611
T07C4.8	CHROMOSOME_III	10335172	10337529
T07C4.3	CHROMOSOME_III	10352157	10355540
C38H2.1	CHROMOSOME_III	10365066	10373232
M03C11.1	CHROMOSOME_III	10393389	10396081
T21C12.8	CHROMOSOME_III	10551102	10552989
Y39A1A.19	CHROMOSOME_III	10694647	10698868
W09D10.3	CHROMOSOME_III	10707761	10708518
W09D10.2	CHROMOSOME_III	10722147	10730174
K01G5.7	CHROMOSOME_III	10740865	10742461
R17.1	CHROMOSOME_III	10847591	10848670
C44B9.6	CHROMOSOME_III	10894520	10895732
M142.8	CHROMOSOME_III	10933631	10936134
Y48A6B.3	CHROMOSOME_III	11008222	11008934
Y48A6B.6	CHROMOSOME_III	11012566	11025281
Y48A6B.9	CHROMOSOME_III	11033172	11036080
Y48A6B.10	CHROMOSOME_III	11036984	11045695
Y47D3A.1	CHROMOSOME_III	11139261	11141825
Y66D12A.14	CHROMOSOME_III	11534674	11546709
Y66D12A.8	CHROMOSOME_III	11574219	11578946
Y66D12A.3	CHROMOSOME_III	11589880	11592837
Y66D12A.1	CHROMOSOME_III	11608170	11609082
Y41C4A.8	CHROMOSOME_III	11706969	11708820
Y41C4A.9	CHROMOSOME_III	11710827	11718645
C24H11.5	CHROMOSOME_III	11780233	11781026
Y56A3A.11	CHROMOSOME_III	11894784	11898269
Y56A3A.15	CHROMOSOME_III	11908968	11909960
Y56A3A.19	CHROMOSOME_III	11915146	11915714
Y56A3A.27	CHROMOSOME_III	11949906	11960180
Y79H2A.6	CHROMOSOME_III	12052428	12058458
Y75B8A.10	CHROMOSOME_III	12180790	12183013
Y75B8A.17	CHROMOSOME_III	12224633	12225331
Y75B8A.26	CHROMOSOME_III	12283208	12303216
Y75B8A.30	CHROMOSOME_III	12344974	12351338
Y75B8A.31	CHROMOSOME_III	12351640	12354922
Y49E10.2	CHROMOSOME_III	12372582	12373859
Y49E10.14	CHROMOSOME_III	12426862	12429177
Y111B2A.14	CHROMOSOME_III	12626575	12651757
Y111B2A.18	CHROMOSOME_III	12686461	12687916
Y37D8A.25	CHROMOSOME_III	12818458	12820252
Y37D8A.6	CHROMOSOME_III	12856827	12857913
Y37D8A.23	CHROMOSOME_III	12942647	12949899
Y39E4A.2	CHROMOSOME_III	12952970	12966995
Y39E4B.3	CHROMOSOME_III	13087480	13099654
F56A8.4	CHROMOSOME_III	13263287	13265037
F53A2.7	CHROMOSOME_III	13344917	13346866
F53A2.9	CHROMOSOME_III	13356823	13359277
T03F6.3	CHROMOSOME_III	13389382	13390867
F11F1.1	CHROMOSOME_III	13395706	13400606
F45G2.3	CHROMOSOME_III	13423683	13426202
F45G2.10	CHROMOSOME_III	13437053	13439586
T27E9.7	CHROMOSOME_III	13457674	13462238
T27E9.2	CHROMOSOME_III	13462239	13462755
T27E9.3	CHROMOSOME_III	13464684	13466390
T05D4.1	CHROMOSOME_III	13563341	13564990
T12D8.2	CHROMOSOME_III	13642419	13643570
ZK520.3	CHROMOSOME_III	13674881	13686445
ZK520.2	CHROMOSOME_III	13679445	13682456
K08E3.7	CHROMOSOME_III	13771448	13773358
3R5.1	CHROMOSOME_III	13780220	13781133
B0545.1	CHROMOSOME_IV	92016	110707
Y38C1AA.4	CHROMOSOME_IV	179008	183251
R02D3.1	CHROMOSOME_IV	245121	251924
K11H12.9	CHROMOSOME_IV	649665	652134
Y55F3BL.1	CHROMOSOME_IV	800817	804349
Y55F3BR.10	CHROMOSOME_IV	832436	832828
Y55F3BR.2	CHROMOSOME_IV	858930	874529
F58H7.7	CHROMOSOME_IV	909415	913167
F58H7.3	CHROMOSOME_IV	924936	939667
Y55F3AM.5	CHROMOSOME_IV	999212	1003628
Y55F3AM.10	CHROMOSOME_IV	1027754	1030024
C44B12.3	CHROMOSOME_IV	1104773	1105273
Y104H12D.3	CHROMOSOME_IV	1193076	1201846
Y104H12BR.1	CHROMOSOME_IV	1289297	1296521
Y77E11A.2	CHROMOSOME_IV	1457075	1459525
K03H6.5	CHROMOSOME_IV	1527221	1536398
Y41D4B.12	CHROMOSOME_IV	1602985	1605561
Y41D4B.27	CHROMOSOME_IV	1627114	1630813
Y41D4A.3	CHROMOSOME_IV	1754755	1755767
K07A9.2	CHROMOSOME_IV	1824528	1834029
F52C12.1	CHROMOSOME_IV	1959854	1963238
R05C11.4	CHROMOSOME_IV	2051500	2056978
R05C11.1	CHROMOSOME_IV	2066200	2071679
C45G7.5	CHROMOSOME_IV	2436515	2463369
Y69A2AR.28	CHROMOSOME_IV	2612427	2613063
Y94H6A.10	CHROMOSOME_IV	2709900	2710670
Y94H6A.7	CHROMOSOME_IV	2714029	2716571
Y54G2A.12	CHROMOSOME_IV	2777220	2782824
Y54G2A.44	CHROMOSOME_IV	2801879	2803240
Y54G2A.13	CHROMOSOME_IV	2814507	2818564
Y54G2A.40	CHROMOSOME_IV	2846476	2851282
Y54G2A.16	CHROMOSOME_IV	2855591	2857115
Y54G2A.18	CHROMOSOME_IV	2891557	2892495
Y54G2A.19	CHROMOSOME_IV	2893819	2894714
Y54G2A.21	CHROMOSOME_IV	2902374	2914816
Y67D8C.10	CHROMOSOME_IV	3103167	3133143
T23E1.3	CHROMOSOME_IV	3146894	3148885
T23E1.1	CHROMOSOME_IV	3151361	3155987
M4.2	CHROMOSOME_IV	3204558	3210582
Y67D8A.2	CHROMOSOME_IV	3222442	3252603
Y67D8A.3	CHROMOSOME_IV	3253266	3254543
F42A6.7	CHROMOSOME_IV	3336924	3338867
F42A6.9	CHROMOSOME_IV	3342516	3350018
F42A6.1	CHROMOSOME_IV	3355057	3357551
Y55H10A.2	CHROMOSOME_IV	3363553	3366079
M57.1	CHROMOSOME_IV	3533641	3539046
B0212.3	CHROMOSOME_IV	3540188	3543602
ZC416.1	CHROMOSOME_IV	3637080	3637594
Y37E11AR.2	CHROMOSOME_IV	3744045	3747655
Y37E11AR.5	CHROMOSOME_IV	3748203	3751101
M02B7.4	CHROMOSOME_IV	3801602	3803409
M02B7.5	CHROMOSOME_IV	3807700	3819323
F56D6.15	CHROMOSOME_IV	3929650	3931574
F35F11.2	CHROMOSOME_IV	4040308	4041532
F35F11.1	CHROMOSOME_IV	4042575	4047803
W03D2.4	CHROMOSOME_IV	4047929	4049448
C35B1.5	CHROMOSOME_IV	4083588	4084209
C35B1.1	CHROMOSOME_IV	4103020	4106220
F49F1.7	CHROMOSOME_IV	4123525	4125757
F49F1.8	CHROMOSOME_IV	4130503	4134631
K08D10.5	CHROMOSOME_IV	4168038	4169891
K06B9.1	CHROMOSOME_IV	4197467	4198365
F29B9.6	CHROMOSOME_IV	4651044	4652468
F29B9.9	CHROMOSOME_IV	4655792	4657587
Y17G9A.5	CHROMOSOME_IV	4864980	4867659
C24D10.5	CHROMOSOME_IV	5150205	5151213
C24D10.8	CHROMOSOME_IV	5165420	5165841
Y59E9AL.7	CHROMOSOME_IV	5209501	5210614
ZK616.4	CHROMOSOME_IV	5394962	5396969
Y4C6A.2	CHROMOSOME_IV	5439005	5450792
T12E12.1	CHROMOSOME_IV	5551134	5558941
C55C3.7	CHROMOSOME_IV	5678847	5682020
C06E7.2	CHROMOSOME_IV	5839399	5844003
K02B2.1	CHROMOSOME_IV	5941926	5944001
K02B2.4	CHROMOSOME_IV	5943981	5946679
C46G7.5	CHROMOSOME_IV	6010352	6011645
K08B4.6	CHROMOSOME_IV	6092599	6093648
C11D2.7	CHROMOSOME_IV	6154557	6155396
C11D2.4	CHROMOSOME_IV	6155493	6156906
Y73B6BL.9	CHROMOSOME_IV	6294240	6295220
Y73B6BL.14	CHROMOSOME_IV	6342505	6342983
Y73B6BL.269	CHROMOSOME_IV	6354226	6357243
Y73B6BL.38	CHROMOSOME_IV	6421592	6423500
Y73B6BL.26	CHROMOSOME_IV	6446662	6451680
Y73B6BL.1	CHROMOSOME_IV	6480521	6486960
F38A5.2	CHROMOSOME_IV	6582687	6585571
Y73B6A.6	CHROMOSOME_IV	6704916	6705734
T22D1.3	CHROMOSOME_IV	6913538	6917116
C25A8.5	CHROMOSOME_IV	6999599	7001493
C06G3.5	CHROMOSOME_IV	7024211	7028146
C34D4.10	CHROMOSOME_IV	7120000	7121413
C34D4.13	CHROMOSOME_IV	7133450	7134074
C34D4.1	CHROMOSOME_IV	7156900	7160109
D2024.1	CHROMOSOME_IV	7247543	7249437
C06E4.5	CHROMOSOME_IV	7254990	7256264
Y40C5A.4	CHROMOSOME_IV	7349289	7364217
T12B3.4	CHROMOSOME_IV	7384712	7388938
B0496.8	CHROMOSOME_IV	7449084	7451445
F55G1.11	CHROMOSOME_IV	7487567	7488010
F49E8.3	CHROMOSOME_IV	7543981	7550804
F49E8.4	CHROMOSOME_IV	7547118	7547893
F49E8.5	CHROMOSOME_IV	7551550	7553008
F32E10.2	CHROMOSOME_IV	7576181	7577326
F45E4.1	CHROMOSOME_IV	7634832	7635707
C08G9.2	CHROMOSOME_IV	7664177	7672972
F33D4.1	CHROMOSOME_IV	7710988	7714681
C50F7.1	CHROMOSOME_IV	7743906	7746074
C46A5.4	CHROMOSOME_IV	7748157	7757358
C46A5.8	CHROMOSOME_IV	7768395	7770025
C06A6.5	CHROMOSOME_IV	7832343	7834675
F20D12.5	CHROMOSOME_IV	7939812	7940850
F42G8.5	CHROMOSOME_IV	8136455	8139087
C07G1.8	CHROMOSOME_IV	8200602	8201235
T09A12.2	CHROMOSOME_IV	8222204	8223458
F17E9.12	CHROMOSOME_IV	8333672	8334005
C28C12.2	CHROMOSOME_IV	8499319	8500105
C28C12.1	CHROMOSOME_IV	8501482	8502983
C09G4.1	CHROMOSOME_IV	8540554	8544379
F42A9.5	CHROMOSOME_IV	8612392	8614647
F42A9.8	CHROMOSOME_IV	8618243	8618788
F08B4.2	CHROMOSOME_IV	8669142	8677974
F21D5.3	CHROMOSOME_IV	8730721	8735685
C33D9.13	CHROMOSOME_IV	8783322	8785239
C01F6.8	CHROMOSOME_IV	9094547	9095655
C46C2.2	CHROMOSOME_IV	9216952	9220397
Y11D7A.12	CHROMOSOME_IV	9261806	9264265
Y11D7A.19	CHROMOSOME_IV	9265810	9266561
F38E11.9	CHROMOSOME_IV	9442905	9444516
C33A12.12	CHROMOSOME_IV	9481984	9485083
C33A12.7	CHROMOSOME_IV	9506933	9508777
F58G6.1	CHROMOSOME_IV	9644245	9647873
F32B6.9	CHROMOSOME_IV	9903912	9905910
F25H8.3	CHROMOSOME_IV	9935067	9945775
T14G10.8	CHROMOSOME_IV	10146163	10147008
T14G10.1	CHROMOSOME_IV	10162008	10164382
K04D7.3	CHROMOSOME_IV	10180660	10183959
F01G10.1	CHROMOSOME_IV	10243591	10245752
Y43C5A.5	CHROMOSOME_IV	10279272	10281582
R09E10.7	CHROMOSOME_IV	10286955	10293008
K11E8.1	CHROMOSOME_IV	10324317	10350217
R11A8.4	CHROMOSOME_IV	10363321	10366229
R10H10.1	CHROMOSOME_IV	10387413	10388351
F01D4.4	CHROMOSOME_IV	10478442	10481844
R102.4	CHROMOSOME_IV	10691991	10695303
C06G8.3	CHROMOSOME_IV	10799654	10802246
ZK593.6	CHROMOSOME_IV	10934191	10935903
F13H10.9	CHROMOSOME_IV	11002119	11003908
F13H10.3	CHROMOSOME_IV	11012113	11015883
F36H1.5	CHROMOSOME_IV	11030160	11031106
M7.1	CHROMOSOME_IV	11081084	11082253
R07H5.7	CHROMOSOME_IV	11188891	11189638
T01G1.1	CHROMOSOME_IV	11341325	11359863
H02I12.5	CHROMOSOME_IV	11401948	11403337
H02I12.8	CHROMOSOME_IV	11403961	11406058
F22B3.4	CHROMOSOME_IV	11410485	11413001
M04B2.6	CHROMOSOME_IV	11509896	11510745
Y24F12A.1	CHROMOSOME_IV	11605308	11607523
M117.2	CHROMOSOME_IV	11820505	11821917
ZK829.5	CHROMOSOME_IV	11950595	11952204
F11A10.2	CHROMOSOME_IV	12084478	12085317
F35G2.3	CHROMOSOME_IV	12209708	12210737
C42C1.14	CHROMOSOME_IV	12268776	12269533
C42C1.7	CHROMOSOME_IV	12293254	12301280
ZC518.3	CHROMOSOME_IV	12361570	12371828
F28D1.11	CHROMOSOME_IV	12391591	12392122
F08G5.3	CHROMOSOME_IV	12412970	12417663
C25G4.7	CHROMOSOME_IV	12456913	12458607
F53B2.6	CHROMOSOME_IV	12542034	12545724
C27D8.3	CHROMOSOME_IV	12706714	12711744
T23F6.3	CHROMOSOME_IV	12723103	12724602
M02B1.1	CHROMOSOME_IV	12849506	12853814
C39E9.14	CHROMOSOME_IV	13096983	13098813
F09E8.7	CHROMOSOME_IV	13174171	13179383
C48D1.9	CHROMOSOME_IV	13207390	13209688
W02A2.1	CHROMOSOME_IV	13323858	13326394
W02A2.8	CHROMOSOME_IV	13356192	13358597
Y62E10A.2	CHROMOSOME_IV	13370653	13371613
Y62E10A.13	CHROMOSOME_IV	13389157	13398799
K09B11.5	CHROMOSOME_IV	13431242	13434068
Y45F10C.6	CHROMOSOME_IV	13653955	13655851
Y45F10D.11	CHROMOSOME_IV	13782389	13785648
F52B11.1	CHROMOSOME_IV	14077441	14083559
F52B11.3	CHROMOSOME_IV	14091254	14096624
F52B11.5	CHROMOSOME_IV	14102000	14103155
K01G12.3	CHROMOSOME_IV	14193498	14196162
F02H6.4	CHROMOSOME_IV	14216095	14219308
F55B11.6	CHROMOSOME_IV	14416489	14417201
Y57G11C.33	CHROMOSOME_IV	14657081	14658167
Y57G11C.499	CHROMOSOME_IV	14754089	14754969
Y57G11C.34	CHROMOSOME_IV	14766765	14767737
Y57G11C.11	CHROMOSOME_IV	14793118	14796375
Y57G11C.15	CHROMOSOME_IV	14822532	14825178
Y57G11C.47	CHROMOSOME_IV	14905064	14909686
Y57G11C.1131	CHROMOSOME_IV	14932972	14933624
Y41E3.6	CHROMOSOME_IV	15006247	15007193
Y73F8A.26	CHROMOSOME_IV	15473660	15477512
Y73F8A.33	CHROMOSOME_IV	15515495	15521183
Y105C5A.1	CHROMOSOME_IV	15550853	15554720
Y105C5B.13	CHROMOSOME_IV	15946790	15947439
K03D3.2	CHROMOSOME_IV	16328135	16328615
VY10G11R.1	CHROMOSOME_IV	16469580	16470881
Y51H4A.4	CHROMOSOME_IV	16503323	16505682
Y116A8C.22	CHROMOSOME_IV	17046413	17048359
Y116A8C.28	CHROMOSOME_IV	17096388	17100248
Y116A8C.37	CHROMOSOME_IV	17130066	17131075
F26D10.9	CHROMOSOME_IV	17269342	17272184
F26D10.3	CHROMOSOME_IV	17278959	17281335
C49C3.1	CHROMOSOME_IV	17312160	17315768
C49C3.5	CHROMOSOME_IV	17329205	17330739
B0348.6	CHROMOSOME_V	6589	7822
B0348.4	CHROMOSOME_V	20825	43971
DC2.8	CHROMOSOME_V	201596	204273
R02C2.1	CHROMOSOME_V	236750	238192
R02C2.4	CHROMOSOME_V	254842	257980
Y39D8B.3	CHROMOSOME_V	374408	379672
M02H5.6	CHROMOSOME_V	454384	456772
R11G11.2	CHROMOSOME_V	532289	534047
F48G7.11	CHROMOSOME_V	640797	642893
Y49C4A.8	CHROMOSOME_V	696523	699614
Y49C4A.4	CHROMOSOME_V	700079	701669
Y49C4A.9	CHROMOSOME_V	710642	712921
Y50D4C.3	CHROMOSOME_V	939151	945244
Y50D4A.5	CHROMOSOME_V	1206952	1207776
C39F7.5	CHROMOSOME_V	1264773	1270104
Y75B7AL.3	CHROMOSOME_V	1356911	1361318
F16B4.8	CHROMOSOME_V	1577690	1585472
F16B4.2	CHROMOSOME_V	1601014	1603916
Y46H3C.5	CHROMOSOME_V	1691029	1691735
Y46H3B.2	CHROMOSOME_V	1757186	1760306
T10B5.4	CHROMOSOME_V	1870601	1871789
T10B5.5	CHROMOSOME_V	1872246	1875527
Y32G9A.3	CHROMOSOME_V	1912952	1913470
Y32G9A.10	CHROMOSOME_V	1913600	1917038
Y40B10A.2	CHROMOSOME_V	2057629	2061136
Y40B10A.1	CHROMOSOME_V	2068449	2069143
Y40B10A.9	CHROMOSOME_V	2069207	2072895
F22F7.3	CHROMOSOME_V	2110704	2114488
F22F7.7	CHROMOSOME_V	2131512	2140042
C45H4.14	CHROMOSOME_V	2158674	2159418
Y5H2A.2	CHROMOSOME_V	2264909	2267058
T27B7.6	CHROMOSOME_V	2281858	2284963
Y19D10A.11	CHROMOSOME_V	2368944	2373702
F56A4.12	CHROMOSOME_V	2476905	2481663
C29G2.1	CHROMOSOME_V	2591176	2591941
F53E10.5	CHROMOSOME_V	2596020	2598930
F53E10.2	CHROMOSOME_V	2608656	2615247
W02H5.12	CHROMOSOME_V	2626166	2626599
W02G9.5	CHROMOSOME_V	2658033	2660777
W02G9.2	CHROMOSOME_V	2683226	2688500
F54E2.3	CHROMOSOME_V	2781483	2801027
T03D3.5	CHROMOSOME_V	2823867	2826826
H27D07.6	CHROMOSOME_V	2944379	2945682
Y73C8C.3	CHROMOSOME_V	3115303	3118128
C17B7.11	CHROMOSOME_V	3345310	3346484
T20D4.6	CHROMOSOME_V	3410520	3412962
C07G3.8	CHROMOSOME_V	3493637	3501763
C07G3.9	CHROMOSOME_V	3503130	3506352
T24A6.16	CHROMOSOME_V	3561460	3562919
F40C5.3	CHROMOSOME_V	3575119	3575874
Y39H10A.2	CHROMOSOME_V	3761139	3766306
Y45G5AL.2	CHROMOSOME_V	4139008	4143120
H43I07.1	CHROMOSOME_V	4204721	4208366
E03D2.2	CHROMOSOME_V	4219643	4222184
ZC132.4	CHROMOSOME_V	4301293	4304394
F13A2.4	CHROMOSOME_V	4398719	4399503
Y61A9LA.9	CHROMOSOME_V	4573133	4573924
F39G3.8	CHROMOSOME_V	4726719	4730169
Y58A7A.2	CHROMOSOME_V	5071699	5072231
Y58A7A.4	CHROMOSOME_V	5082002	5085007
C04F5.1	CHROMOSOME_V	5119970	5126916
Y47A7.2	CHROMOSOME_V	5196058	5198342
C52A10.3	CHROMOSOME_V	5237613	5239440
F08F3.8	CHROMOSOME_V	5431316	5432557
F08F3.9	CHROMOSOME_V	5437085	5439161
T05C3.6	CHROMOSOME_V	5490370	5493646
T05C3.2	CHROMOSOME_V	5493747	5503010
C24G6.2	CHROMOSOME_V	5523727	5530730
CD4.8	CHROMOSOME_V	5599153	5601329
C14C11.7	CHROMOSOME_V	5665239	5666463
F25B4.1	CHROMOSOME_V	5712899	5714772
K09H11.11	CHROMOSOME_V	5754460	5755558
M03F8.1	CHROMOSOME_V	5951435	5953841
R01B10.4	CHROMOSOME_V	6045640	6047908
R01B10.5	CHROMOSOME_V	6048006	6051259
F17A9.4	CHROMOSOME_V	6108961	6110709
F17A9.1	CHROMOSOME_V	6116521	6117182
W06H8.6	CHROMOSOME_V	6224045	6227010
T05H4.15	CHROMOSOME_V	6440180	6441711
W01A11.3	CHROMOSOME_V	6465065	6487883
W01A11.6	CHROMOSOME_V	6502384	6504181
W01A11.7	CHROMOSOME_V	6504538	6505500
F10D2.5	CHROMOSOME_V	7139483	7141964
C13F10.7	CHROMOSOME_V	7222049	7223279
C03G6.12	CHROMOSOME_V	7348211	7350067
F25E5.5	CHROMOSOME_V	7447273	7448978
F25E5.1	CHROMOSOME_V	7465889	7471209
C18B10.6	CHROMOSOME_V	7479278	7481049
C50E3.5	CHROMOSOME_V	7587996	7594738
C50E3.12	CHROMOSOME_V	7620514	7622029
C50E3.13	CHROMOSOME_V	7622335	7624214
T05B11.7	CHROMOSOME_V	7731839	7733495
C26F1.7	CHROMOSOME_V	7760466	7761613
C26F1.3	CHROMOSOME_V	7777297	7778927
ZK742.6	CHROMOSOME_V	7813736	7814945
F40A3.7	CHROMOSOME_V	7895465	7899861
Y97E10AL.1	CHROMOSOME_V	7986514	7988773
Y97E10AR.7	CHROMOSOME_V	8010161	8011106
F43H9.1	CHROMOSOME_V	8022294	8023308
F20D6.10	CHROMOSOME_V	8192060	8195802
F52E1.9	CHROMOSOME_V	8398167	8399348
F52E1.1	CHROMOSOME_V	8414085	8415255
T23B12.2	CHROMOSOME_V	8467265	8468943
T23B12.8	CHROMOSOME_V	8470013	8471280
ZK994.3	CHROMOSOME_V	8494889	8502160
F41E6.6	CHROMOSOME_V	8594914	8597563
ZC190.8	CHROMOSOME_V	8686957	8688435
C01B7.6	CHROMOSOME_V	8805416	8819955
